customer_id,geography,employment_type,monthly_income_inr,bureau_band,cashflow_consistency,balance_volatility,spending_shock_flag
C100427,Tier-3,Self-employed,16600,Subprime,0.609,0.412,0
C100428,Metro,Informal,20300,Thin-file,0.71,0.441,0
C100429,Tier-3,Gig,22000,Thin-file,0.522,0.398,0
C100430,Tier-3,Self-employed,63000,Subprime,0.444,0.571,0
C100431,Tier-3,Salaried,22500,Prime,0.69,0.338,0
C100432,Tier-2,Salaried,36700,Prime,0.909,0.05,0
C100433,Tier-3,Salaried,48000,Prime,0.747,0.368,0
C100434,Metro,Salaried,83900,Near-prime,0.516,0.382,0
C100435,Metro,Informal,17600,Thin-file,0.537,0.629,0
C100436,Metro,Self-employed,40100,Prime,0.769,0.182,0
C100437,Tier-2,Salaried,63000,Subprime,0.766,0.278,0
C100438,Tier-2,Gig,29100,Subprime,0.449,0.684,0
C100439,Tier-2,Salaried,60800,Thin-file,0.891,0.378,0
C100440,Tier-3,Salaried,54000,Thin-file,0.521,0.478,0
C100441,Metro,Salaried,61000,Prime,0.878,0.107,0
C100442,Tier-2,Salaried,40700,Thin-file,0.785,0.376,0
C100443,Metro,Self-employed,31800,Prime,0.735,0.341,1
C100444,Metro,Gig,25900,Subprime,0.373,0.74,1
C100445,Tier-2,Self-employed,31900,Near-prime,0.612,0.479,1
C100446,Tier-3,Gig,33200,Near-prime,0.647,0.401,0
C100447,Tier-2,Informal,20500,Thin-file,0.521,0.51,0
C100448,Metro,Gig,31400,Subprime,0.196,1.025,0
C100449,Tier-2,Informal,12100,Thin-file,0.561,0.36,1
C100450,Metro,Informal,40600,Thin-file,0.589,0.32,0
C100451,Tier-3,Gig,13700,Subprime,0.575,0.384,0
C100452,Tier-2,Salaried,33600,Prime,0.789,0.436,0
C100453,Metro,Salaried,85800,Prime,0.911,0.348,0
C100454,Metro,Gig,43000,Prime,0.536,0.609,0
C100455,Metro,Gig,19700,Thin-file,0.289,0.579,0
C100456,Tier-3,Gig,11900,Near-prime,0.425,0.696,0
C100457,Tier-2,Self-employed,31500,Near-prime,0.821,0.224,1
C100458,Tier-3,Gig,14900,Subprime,0.489,0.471,0
C100459,Tier-2,Gig,12000,Thin-file,0.55,0.649,0
C100460,Tier-2,Self-employed,24600,Thin-file,0.403,0.792,0
C100461,Metro,Salaried,13800,Prime,0.85,0.14,0
C100462,Tier-3,Self-employed,43300,Near-prime,0.698,0.458,0
C100463,Metro,Salaried,69500,Prime,0.98,0.05,0
C100464,Tier-2,Salaried,72000,Thin-file,0.885,0.179,0
C100465,Tier-2,Self-employed,40500,Near-prime,0.746,0.173,0
C100466,Tier-2,Salaried,31200,Prime,0.544,0.434,0
C100467,Tier-3,Informal,25100,Near-prime,0.377,0.533,0
C100468,Metro,Self-employed,31400,Thin-file,0.895,0.114,0
C100469,Tier-2,Gig,12700,Near-prime,0.638,0.242,0
C100470,Tier-2,Salaried,35700,Thin-file,0.843,0.481,0
C100471,Tier-2,Gig,27900,Thin-file,0.758,0.238,0
C100472,Metro,Self-employed,29900,Near-prime,0.511,0.578,0
C100473,Metro,Self-employed,26900,Subprime,0.67,0.438,0
C100474,Metro,Self-employed,35700,Subprime,0.684,0.211,0
C100475,Metro,Self-employed,51800,Near-prime,0.603,0.502,0
C100476,Tier-2,Self-employed,32400,Prime,0.436,0.546,1
C100477,Tier-2,Gig,75800,Thin-file,0.715,0.36,0
C100478,Tier-2,Gig,21800,Thin-file,0.533,0.515,0
C100479,Tier-2,Salaried,53500,Thin-file,0.838,0.185,0
C100480,Tier-2,Informal,9900,Near-prime,0.361,0.614,0
C100481,Metro,Salaried,62000,Thin-file,0.686,0.494,0
C100482,Tier-2,Salaried,31000,Near-prime,0.737,0.462,0
C100483,Metro,Salaried,47400,Prime,0.751,0.364,0
C100484,Metro,Salaried,101600,Near-prime,0.926,0.164,0
C100485,Tier-2,Salaried,32300,Subprime,0.83,0.13,0
C100486,Tier-2,Gig,12900,Prime,0.392,0.708,0
C100487,Metro,Self-employed,25600,Prime,0.425,0.586,0
C100488,Tier-2,Informal,20500,Subprime,0.572,0.301,0
C100489,Tier-2,Salaried,40300,Thin-file,0.916,0.084,0
C100490,Tier-2,Self-employed,35800,Prime,0.58,0.455,0
C100491,Tier-2,Salaried,21400,Subprime,0.698,0.449,0
C100492,Tier-2,Self-employed,86000,Thin-file,0.627,0.445,0
C100493,Metro,Salaried,92000,Thin-file,0.788,0.25,0
C100494,Tier-3,Gig,20500,Near-prime,0.557,0.484,0
C100495,Tier-2,Gig,11700,Subprime,0.659,0.487,0
C100496,Tier-2,Salaried,77900,Near-prime,0.909,0.05,0
C100497,Tier-2,Salaried,63700,Near-prime,0.893,0.172,0
C100498,Tier-2,Self-employed,36200,Near-prime,0.488,0.678,0
C100499,Tier-2,Salaried,65500,Thin-file,0.849,0.214,0
C100500,Tier-2,Self-employed,27700,Subprime,0.664,0.369,0
C100501,Tier-3,Self-employed,18700,Near-prime,0.454,0.579,1
C100502,Tier-3,Gig,20800,Thin-file,0.471,0.392,0
C100503,Tier-2,Informal,9400,Thin-file,0.515,0.555,0
C100504,Tier-2,Salaried,23200,Prime,0.596,0.331,0
C100505,Tier-3,Informal,20200,Thin-file,0.373,0.687,0
C100506,Metro,Gig,32100,Thin-file,0.532,0.461,0
C100507,Tier-3,Salaried,17100,Thin-file,0.725,0.522,0
C100508,Tier-2,Gig,19300,Thin-file,0.661,0.359,0
C100509,Metro,Self-employed,23600,Near-prime,0.716,0.114,0
C100510,Metro,Gig,23200,Prime,0.35,0.693,0
C100511,Tier-3,Gig,14800,Prime,0.408,0.502,0
C100512,Metro,Gig,45100,Near-prime,0.668,0.423,0
C100513,Metro,Gig,26900,Subprime,0.594,0.547,1
C100514,Metro,Gig,25900,Thin-file,0.145,0.809,0
C100515,Metro,Salaried,39900,Prime,0.965,0.117,0
C100516,Metro,Informal,10900,Thin-file,0.452,0.623,0
C100517,Tier-2,Self-employed,33000,Near-prime,0.615,0.33,0
C100518,Metro,Gig,35900,Near-prime,0.405,0.596,0
C100519,Tier-3,Gig,21500,Near-prime,0.684,0.506,0
C100520,Tier-3,Salaried,43600,Near-prime,0.848,0.186,0
C100521,Tier-2,Salaried,53300,Subprime,0.762,0.255,0
C100522,Metro,Gig,77600,Thin-file,0.164,0.903,0
C100523,Tier-2,Informal,11400,Subprime,0.387,0.632,0
C100524,Metro,Gig,32100,Thin-file,0.378,0.656,0
C100525,Tier-2,Self-employed,40400,Prime,0.569,0.528,0
C100526,Tier-3,Salaried,27600,Subprime,0.665,0.401,0
C100527,Tier-3,Self-employed,21700,Prime,0.724,0.592,0
C100528,Tier-3,Salaried,39900,Near-prime,0.98,0.234,0
C100529,Metro,Gig,34600,Thin-file,0.51,0.545,0
C100530,Tier-2,Self-employed,21500,Near-prime,0.47,0.61,1
C100531,Tier-2,Salaried,17000,Near-prime,0.734,0.208,0
C100532,Tier-2,Self-employed,27700,Near-prime,0.563,0.427,0
C100533,Tier-2,Informal,14000,Near-prime,0.655,0.394,0
C100534,Metro,Self-employed,56500,Thin-file,0.625,0.529,0
C100535,Metro,Salaried,31400,Near-prime,0.969,0.118,0
C100536,Tier-2,Self-employed,31900,Subprime,0.436,0.639,0
C100537,Metro,Self-employed,20000,Thin-file,0.62,0.393,1
C100538,Metro,Salaried,23700,Near-prime,0.645,0.281,0
C100539,Tier-3,Gig,13700,Prime,0.504,0.478,0
C100540,Tier-3,Salaried,28500,Near-prime,0.845,0.15,0
C100541,Tier-2,Self-employed,23900,Near-prime,0.424,0.685,0
C100542,Tier-3,Self-employed,30800,Prime,0.549,0.657,0
C100543,Tier-3,Self-employed,13400,Subprime,0.595,0.37,0
C100544,Metro,Self-employed,39100,Subprime,0.644,0.421,0
C100545,Tier-2,Gig,21100,Subprime,0.318,0.907,0
C100546,Tier-2,Salaried,19900,Prime,0.833,0.2,0
C100547,Metro,Salaried,52700,Near-prime,0.838,0.299,0
C100548,Tier-2,Gig,9000,Prime,0.649,0.269,0
C100549,Tier-2,Informal,13900,Near-prime,0.243,1.011,0
C100550,Tier-2,Salaried,54400,Subprime,0.738,0.247,0
C100551,Metro,Salaried,17500,Near-prime,0.778,0.193,0
C100552,Metro,Informal,32000,Thin-file,0.474,0.756,0
C100553,Tier-3,Salaried,18900,Prime,0.789,0.355,0
C100554,Metro,Informal,18100,Subprime,0.377,0.592,1
C100555,Metro,Gig,54300,Prime,0.533,0.562,0
C100556,Metro,Salaried,35900,Prime,0.98,0.128,0
C100557,Tier-2,Salaried,78900,Thin-file,0.854,0.078,0
C100558,Tier-2,Informal,16500,Subprime,0.249,0.692,0
C100559,Tier-2,Salaried,36800,Subprime,0.978,0.168,0
C100560,Metro,Self-employed,62900,Near-prime,0.835,0.281,0
C100561,Metro,Salaried,60800,Prime,0.888,0.05,0
C100562,Tier-3,Self-employed,30900,Prime,0.788,0.251,0
C100563,Tier-2,Gig,18800,Prime,0.824,0.3,0
C100564,Tier-2,Self-employed,17200,Near-prime,0.657,0.409,0
C100565,Tier-2,Salaried,19400,Prime,0.918,0.101,0
C100566,Tier-3,Self-employed,52100,Thin-file,0.818,0.156,0
C100567,Metro,Self-employed,92500,Prime,0.52,0.581,0
C100568,Tier-2,Salaried,40500,Prime,0.976,0.066,0
C100569,Tier-2,Gig,10400,Prime,0.546,0.493,0
C100570,Metro,Self-employed,30400,Near-prime,0.746,0.315,0
C100571,Tier-3,Salaried,22000,Prime,0.9,0.241,0
C100572,Tier-2,Informal,14800,Thin-file,0.362,0.49,0
C100573,Tier-3,Self-employed,19400,Subprime,0.797,0.202,0
C100574,Tier-3,Salaried,40300,Thin-file,0.724,0.36,0
C100575,Tier-2,Salaried,42700,Prime,0.816,0.254,0
C100576,Tier-3,Salaried,64900,Subprime,0.888,0.358,0
C100577,Tier-2,Salaried,32000,Prime,0.854,0.229,0
C100578,Tier-3,Salaried,34900,Prime,0.706,0.47,0
C100579,Metro,Gig,40300,Thin-file,0.353,0.781,1
C100580,Tier-2,Self-employed,54700,Thin-file,0.513,0.651,0
C100581,Tier-2,Salaried,21900,Prime,0.874,0.157,0
C100582,Metro,Gig,34600,Subprime,0.59,0.349,0
C100583,Tier-2,Gig,24700,Thin-file,0.494,0.752,1
C100584,Tier-3,Self-employed,33100,Near-prime,0.59,0.468,0
C100585,Tier-2,Informal,19500,Near-prime,0.41,0.624,1
C100586,Metro,Salaried,102800,Subprime,0.638,0.308,0
C100587,Metro,Salaried,31900,Near-prime,0.899,0.218,0
C100588,Metro,Salaried,31000,Prime,0.636,0.141,0
C100589,Metro,Salaried,32900,Prime,0.796,0.095,0
C100590,Tier-3,Self-employed,25300,Thin-file,0.785,0.094,0
C100591,Tier-2,Salaried,43600,Near-prime,0.775,0.156,0
C100592,Metro,Self-employed,35100,Near-prime,0.826,0.191,0
C100593,Tier-2,Informal,29800,Near-prime,0.311,0.807,0
C100594,Metro,Gig,28800,Prime,0.347,0.678,0
C100595,Metro,Self-employed,41200,Near-prime,0.321,0.825,0
C100596,Tier-2,Self-employed,19000,Prime,0.718,0.556,0
C100597,Tier-2,Gig,52500,Prime,0.264,0.811,1
C100598,Tier-3,Self-employed,28200,Prime,0.827,0.328,0
C100599,Tier-2,Self-employed,72200,Subprime,0.845,0.286,0
C100600,Tier-2,Salaried,28900,Prime,0.815,0.277,0
C100601,Tier-3,Salaried,46300,Thin-file,0.675,0.247,0
C100602,Tier-3,Self-employed,22400,Thin-file,0.379,0.672,0
C100603,Tier-2,Self-employed,78300,Near-prime,0.672,0.292,0
C100604,Tier-3,Salaried,52800,Thin-file,0.778,0.315,1
C100605,Tier-3,Salaried,46700,Prime,0.81,0.278,0
C100606,Tier-3,Gig,14000,Subprime,0.59,0.416,1
C100607,Metro,Salaried,112200,Prime,0.638,0.484,0
C100608,Tier-2,Self-employed,86400,Thin-file,0.592,0.424,1
C100609,Tier-2,Salaried,32200,Prime,0.8,0.288,0
C100610,Tier-2,Salaried,41100,Prime,0.98,0.05,0
C100611,Tier-2,Gig,35100,Thin-file,0.622,0.272,0
C100612,Tier-3,Salaried,13100,Near-prime,0.799,0.401,0
C100613,Tier-3,Salaried,53400,Prime,0.648,0.512,0
C100614,Metro,Informal,37400,Thin-file,0.616,0.485,0
C100615,Tier-2,Self-employed,26800,Subprime,0.84,0.126,0
C100616,Tier-2,Self-employed,12900,Prime,0.424,0.533,0
C100617,Metro,Self-employed,50000,Prime,0.38,0.538,0
C100618,Metro,Salaried,28600,Near-prime,0.788,0.249,0
C100619,Metro,Salaried,23300,Near-prime,0.755,0.337,0
C100620,Tier-3,Self-employed,34100,Prime,0.804,0.199,0
C100621,Tier-2,Salaried,69100,Prime,0.633,0.57,0
C100622,Tier-3,Salaried,28900,Prime,0.657,0.174,0
C100623,Tier-2,Self-employed,58900,Thin-file,0.421,0.711,0
C100624,Tier-3,Salaried,43000,Near-prime,0.65,0.388,0
C100625,Tier-2,Salaried,20600,Near-prime,0.801,0.256,1
C100626,Tier-3,Self-employed,22500,Prime,0.422,0.34,0
C100627,Metro,Self-employed,70000,Near-prime,0.98,0.05,0
C100628,Tier-2,Self-employed,26800,Thin-file,0.292,0.637,0
C100629,Tier-3,Salaried,46100,Thin-file,0.709,0.471,0
C100630,Tier-3,Gig,16100,Subprime,0.55,0.438,0
C100631,Tier-3,Gig,26800,Thin-file,0.687,0.173,0
C100632,Metro,Self-employed,52200,Near-prime,0.488,0.594,0
C100633,Tier-2,Gig,20700,Subprime,0.28,0.868,0
C100634,Metro,Salaried,65000,Prime,0.646,0.471,0
C100635,Metro,Salaried,18000,Near-prime,0.98,0.066,0
C100636,Tier-2,Salaried,23400,Near-prime,0.514,0.611,0
C100637,Tier-2,Self-employed,28000,Prime,0.756,0.194,0
C100638,Tier-3,Gig,32800,Thin-file,0.557,0.522,0
C100639,Tier-3,Salaried,16600,Prime,0.832,0.264,0
C100640,Tier-2,Salaried,37600,Subprime,0.936,0.114,0
C100641,Tier-3,Gig,22300,Thin-file,0.423,0.588,0
C100642,Metro,Salaried,53200,Prime,0.907,0.05,0
C100643,Metro,Self-employed,41200,Thin-file,0.641,0.347,0
C100644,Tier-2,Salaried,28900,Subprime,0.609,0.549,0
C100645,Tier-3,Informal,14200,Thin-file,0.438,0.539,0
C100646,Metro,Salaried,73800,Prime,0.774,0.239,0
C100647,Tier-2,Gig,17000,Subprime,0.201,0.914,1
C100648,Tier-2,Self-employed,13100,Near-prime,0.492,0.421,0
C100649,Metro,Informal,29100,Thin-file,0.513,0.452,1
C100650,Tier-2,Informal,37200,Subprime,0.469,0.396,1
C100651,Tier-3,Gig,12100,Subprime,0.657,0.604,0
C100652,Tier-2,Salaried,70400,Near-prime,0.947,0.069,0
C100653,Metro,Self-employed,54400,Thin-file,0.504,0.607,0
C100654,Tier-3,Gig,11500,Thin-file,0.424,0.845,0
C100655,Metro,Self-employed,31400,Near-prime,0.415,0.499,0
C100656,Tier-3,Gig,13800,Thin-file,0.586,0.452,0
C100657,Metro,Gig,31100,Near-prime,0.449,0.541,0
C100658,Tier-2,Salaried,35200,Thin-file,0.932,0.085,0
C100659,Tier-2,Salaried,62800,Near-prime,0.915,0.139,0
C100660,Metro,Salaried,69700,Prime,0.844,0.347,0
C100661,Tier-3,Gig,9600,Near-prime,0.463,0.645,1
C100662,Metro,Self-employed,22700,Near-prime,0.762,0.453,0
C100663,Metro,Salaried,62700,Near-prime,0.78,0.279,1
C100664,Metro,Gig,22900,Near-prime,0.551,0.442,0
C100665,Tier-2,Salaried,35300,Thin-file,0.528,0.633,0
C100666,Tier-3,Self-employed,36900,Near-prime,0.669,0.321,0
C100667,Tier-3,Self-employed,42500,Thin-file,0.626,0.432,0
C100668,Metro,Self-employed,24700,Prime,0.605,0.501,1
C100669,Tier-2,Salaried,14000,Near-prime,0.704,0.435,0
C100670,Metro,Gig,27400,Thin-file,0.319,0.724,1
C100671,Tier-2,Gig,15800,Subprime,0.512,0.612,0
C100672,Tier-3,Gig,19900,Thin-file,0.238,0.745,0
C100673,Tier-2,Informal,18200,Thin-file,0.42,0.597,1
C100674,Tier-2,Salaried,24600,Prime,0.706,0.396,0
C100675,Tier-2,Salaried,97600,Thin-file,0.95,0.101,0
C100676,Tier-3,Salaried,32100,Near-prime,0.98,0.05,0
C100677,Tier-2,Gig,17900,Near-prime,0.322,0.815,0
C100678,Metro,Salaried,49800,Near-prime,0.882,0.189,0
C100679,Tier-2,Informal,24100,Near-prime,0.363,0.538,0
C100680,Metro,Self-employed,32400,Thin-file,0.558,0.535,0
C100681,Metro,Gig,82000,Prime,0.455,0.646,0
C100682,Metro,Self-employed,21700,Thin-file,0.788,0.257,0
C100683,Tier-2,Gig,12000,Subprime,0.505,0.571,1
C100684,Tier-2,Self-employed,16800,Subprime,0.674,0.494,0
C100685,Metro,Self-employed,43100,Thin-file,0.402,0.474,0
C100686,Tier-2,Gig,28600,Thin-file,0.371,0.767,0
C100687,Tier-3,Salaried,27500,Thin-file,0.707,0.097,0
C100688,Tier-2,Gig,28600,Thin-file,0.52,0.457,0
C100689,Tier-2,Gig,28400,Subprime,0.607,0.263,0
C100690,Metro,Gig,24500,Near-prime,0.443,0.75,0
C100691,Tier-3,Salaried,38700,Near-prime,0.962,0.057,0
C100692,Metro,Salaried,43500,Near-prime,0.744,0.304,0
C100693,Metro,Salaried,39600,Prime,0.69,0.33,0
C100694,Tier-3,Self-employed,23100,Subprime,0.732,0.303,0
C100695,Tier-2,Salaried,42400,Near-prime,0.872,0.165,0
C100696,Tier-2,Informal,32800,Thin-file,0.216,0.923,1
C100697,Tier-2,Informal,11000,Thin-file,0.656,0.421,0
C100698,Tier-2,Salaried,30800,Thin-file,0.709,0.264,1
C100699,Metro,Gig,31000,Near-prime,0.491,0.388,0
C100700,Metro,Salaried,104900,Near-prime,0.665,0.505,0
C100701,Metro,Salaried,57800,Near-prime,0.723,0.374,0
C100702,Metro,Salaried,33000,Prime,0.556,0.464,0
C100703,Tier-3,Gig,12800,Thin-file,0.557,0.595,0
C100704,Metro,Gig,44900,Near-prime,0.436,0.832,0
C100705,Tier-2,Salaried,33200,Subprime,0.738,0.316,0
C100706,Tier-3,Salaried,18300,Thin-file,0.907,0.278,0
C100707,Tier-3,Self-employed,45500,Near-prime,0.677,0.377,0
C100708,Tier-2,Self-employed,39700,Near-prime,0.617,0.611,1
C100709,Tier-2,Salaried,22300,Thin-file,0.98,0.083,0
C100710,Tier-3,Gig,10600,Thin-file,0.366,0.642,1
C100711,Tier-2,Informal,9000,Subprime,0.456,0.729,0
C100712,Tier-3,Self-employed,21800,Subprime,0.783,0.281,0
C100713,Tier-3,Gig,22200,Subprime,0.716,0.338,0
C100714,Tier-3,Self-employed,44500,Near-prime,0.425,0.71,0
C100715,Metro,Self-employed,52100,Thin-file,0.522,0.52,0
C100716,Tier-2,Gig,12900,Near-prime,0.666,0.21,0
C100717,Metro,Self-employed,37900,Thin-file,0.557,0.459,0
C100718,Tier-2,Self-employed,65700,Subprime,0.625,0.364,0
C100719,Tier-3,Salaried,25300,Near-prime,0.715,0.249,0
C100720,Tier-2,Gig,32700,Thin-file,0.516,0.639,0
C100721,Tier-2,Salaried,51000,Prime,0.328,0.674,1
C100722,Metro,Salaried,67000,Thin-file,0.728,0.275,0
C100723,Tier-3,Self-employed,35000,Subprime,0.611,0.432,0
C100724,Metro,Salaried,66900,Near-prime,0.72,0.363,1
C100725,Metro,Salaried,24400,Prime,0.794,0.304,0
C100726,Metro,Salaried,94100,Thin-file,0.607,0.46,0
C100727,Metro,Gig,12800,Thin-file,0.555,0.511,0
C100728,Tier-2,Self-employed,39700,Near-prime,0.834,0.1,0
C100729,Tier-2,Salaried,37400,Subprime,0.948,0.152,0
C100730,Metro,Gig,21800,Subprime,0.611,0.341,0
C100731,Metro,Gig,18600,Thin-file,0.554,0.61,0
C100732,Metro,Salaried,60900,Near-prime,0.687,0.335,0
C100733,Tier-2,Self-employed,49500,Prime,0.556,0.364,0
C100734,Metro,Salaried,45400,Prime,0.892,0.18,0
C100735,Tier-2,Self-employed,30300,Subprime,0.601,0.526,0
C100736,Metro,Gig,51400,Near-prime,0.795,0.222,0
C100737,Metro,Salaried,39300,Thin-file,0.553,0.562,0
C100738,Tier-2,Self-employed,33900,Near-prime,0.593,0.599,1
C100739,Tier-2,Salaried,34800,Prime,0.707,0.376,0
C100740,Metro,Self-employed,130900,Subprime,0.721,0.2,0
C100741,Metro,Salaried,32600,Near-prime,0.909,0.139,0
C100742,Tier-3,Gig,28100,Thin-file,0.353,0.649,0
C100743,Metro,Self-employed,20000,Thin-file,0.446,0.411,0
C100744,Tier-2,Salaried,24800,Subprime,0.679,0.234,0
C100745,Tier-2,Gig,20100,Thin-file,0.591,0.64,0
C100746,Metro,Salaried,44800,Near-prime,0.837,0.176,0
C100747,Tier-2,Self-employed,30500,Subprime,0.408,0.622,1
C100748,Tier-3,Self-employed,27600,Near-prime,0.658,0.269,0
C100749,Tier-3,Salaried,23400,Near-prime,0.801,0.45,0
C100750,Metro,Salaried,84900,Near-prime,0.772,0.318,1
C100751,Metro,Salaried,30300,Near-prime,0.857,0.159,0
C100752,Metro,Gig,40300,Prime,0.55,0.579,0
C100753,Tier-2,Gig,31400,Subprime,0.531,0.649,0
C100754,Tier-2,Salaried,24900,Prime,0.932,0.05,0
C100755,Metro,Salaried,40300,Near-prime,0.979,0.194,0
C100756,Metro,Gig,28800,Near-prime,0.467,0.494,0
C100757,Tier-3,Salaried,67800,Prime,0.772,0.114,0
C100758,Metro,Salaried,40300,Prime,0.867,0.387,0
C100759,Tier-2,Gig,118300,Near-prime,0.495,0.589,0
C100760,Tier-2,Salaried,53900,Thin-file,0.871,0.114,0
C100761,Metro,Informal,27600,Subprime,0.467,0.77,1
C100762,Metro,Salaried,70800,Prime,0.881,0.122,1
C100763,Metro,Gig,13300,Near-prime,0.607,0.342,0
C100764,Tier-3,Salaried,54000,Near-prime,0.769,0.37,1
C100765,Metro,Salaried,26200,Thin-file,0.897,0.05,0
C100766,Metro,Salaried,70400,Thin-file,0.873,0.182,0
C100767,Metro,Informal,18100,Subprime,0.751,0.155,0
C100768,Metro,Self-employed,30000,Near-prime,0.381,0.557,0
C100769,Tier-2,Salaried,84800,Thin-file,0.867,0.242,1
C100770,Metro,Informal,22600,Near-prime,0.586,0.368,0
C100771,Tier-2,Salaried,19200,Thin-file,0.98,0.151,0
C100772,Tier-2,Salaried,59200,Thin-file,0.713,0.121,0
C100773,Tier-3,Salaried,18400,Thin-file,0.794,0.234,0
C100774,Metro,Gig,53200,Thin-file,0.46,0.534,0
C100775,Tier-3,Salaried,31700,Prime,0.98,0.05,0
C100776,Tier-2,Salaried,21500,Near-prime,0.68,0.326,0
C100777,Metro,Informal,34200,Near-prime,0.386,0.701,0
C100778,Tier-3,Self-employed,36500,Near-prime,0.431,0.661,0
C100779,Tier-3,Salaried,12300,Thin-file,0.417,0.593,0
C100780,Metro,Self-employed,41800,Thin-file,0.621,0.377,0
C100781,Tier-3,Salaried,36500,Near-prime,0.767,0.324,0
C100782,Tier-2,Self-employed,38500,Subprime,0.59,0.513,0
C100783,Tier-2,Salaried,35100,Prime,0.859,0.05,0
C100784,Tier-3,Self-employed,40300,Near-prime,0.72,0.191,0
C100785,Tier-2,Gig,29900,Prime,0.431,0.494,0
C100786,Tier-3,Salaried,32300,Thin-file,0.788,0.215,0
C100787,Metro,Salaried,42800,Prime,0.765,0.089,0
C100788,Tier-3,Salaried,34100,Prime,0.78,0.314,0
C100789,Tier-2,Gig,17600,Near-prime,0.714,0.236,0
C100790,Metro,Gig,18200,Near-prime,0.574,0.546,0
C100791,Tier-2,Gig,14000,Thin-file,0.655,0.326,0
C100792,Metro,Informal,22600,Subprime,0.423,0.713,0
C100793,Metro,Gig,19600,Near-prime,0.372,0.64,0
C100794,Metro,Informal,22000,Prime,0.589,0.438,0
C100795,Metro,Self-employed,78300,Subprime,0.715,0.4,0
C100796,Metro,Salaried,43300,Prime,0.718,0.281,0
C100797,Metro,Self-employed,45800,Near-prime,0.596,0.286,0
C100798,Tier-2,Salaried,34400,Prime,0.851,0.05,0
C100799,Tier-2,Salaried,68700,Thin-file,0.827,0.318,0
C100800,Tier-2,Salaried,80500,Near-prime,0.764,0.156,0
C100801,Metro,Salaried,38500,Prime,0.638,0.367,0
C100802,Tier-3,Gig,26800,Thin-file,0.768,0.42,0
C100803,Tier-2,Salaried,97800,Thin-file,0.779,0.209,0
C100804,Metro,Salaried,28200,Near-prime,0.929,0.05,0
C100805,Metro,Informal,36700,Subprime,0.132,0.939,0
C100806,Tier-2,Self-employed,15800,Near-prime,0.459,0.721,0
C100807,Metro,Salaried,48200,Near-prime,0.923,0.29,0
C100808,Tier-2,Salaried,35800,Prime,0.756,0.213,0
C100809,Tier-3,Salaried,14800,Prime,0.917,0.186,0
C100810,Metro,Informal,38600,Thin-file,0.373,0.662,1
C100811,Metro,Salaried,50800,Near-prime,0.763,0.277,0
C100812,Tier-3,Informal,10400,Near-prime,0.351,0.742,0
C100813,Tier-2,Salaried,44300,Near-prime,0.907,0.174,0
C100814,Metro,Gig,43300,Thin-file,0.477,0.466,0
C100815,Tier-3,Salaried,14400,Subprime,0.888,0.056,0
C100816,Tier-3,Self-employed,9000,Subprime,0.816,0.394,0
C100817,Tier-2,Salaried,37500,Near-prime,0.754,0.239,0
C100818,Tier-2,Salaried,27000,Near-prime,0.768,0.338,0
C100819,Metro,Informal,43100,Thin-file,0.383,0.814,0
C100820,Metro,Gig,24400,Near-prime,0.778,0.251,0
C100821,Tier-2,Salaried,43900,Subprime,0.766,0.422,0
C100822,Metro,Gig,26500,Subprime,0.489,0.493,1
C100823,Tier-2,Salaried,19000,Prime,0.635,0.518,0
C100824,Tier-3,Informal,16100,Subprime,0.378,0.681,0
C100825,Metro,Self-employed,23700,Thin-file,0.563,0.461,0
C100826,Tier-2,Salaried,20600,Prime,0.922,0.205,0
C100827,Metro,Salaried,29000,Prime,0.741,0.284,0
C100828,Tier-3,Salaried,18700,Prime,0.733,0.245,0
C100829,Metro,Informal,21500,Subprime,0.549,0.332,0
C100830,Tier-2,Salaried,32000,Prime,0.784,0.323,0
C100831,Tier-2,Salaried,43400,Near-prime,0.639,0.477,0
C100832,Tier-2,Gig,11400,Subprime,0.722,0.506,1
C100833,Tier-2,Salaried,34100,Subprime,0.708,0.385,0
C100834,Tier-2,Salaried,30700,Prime,0.817,0.151,0
C100835,Tier-2,Self-employed,37800,Near-prime,0.678,0.382,0
C100836,Tier-2,Salaried,42700,Near-prime,0.494,0.54,0
C100837,Tier-3,Gig,20800,Thin-file,0.478,0.686,0
C100838,Tier-2,Self-employed,22100,Subprime,0.543,0.624,0
C100839,Tier-2,Salaried,38600,Prime,0.626,0.663,0
C100840,Metro,Self-employed,34200,Near-prime,0.604,0.429,0
C100841,Tier-3,Salaried,57600,Prime,0.795,0.373,0
C100842,Tier-2,Self-employed,36300,Prime,0.69,0.509,1
C100843,Tier-2,Self-employed,35800,Prime,0.634,0.491,0
C100844,Metro,Gig,16200,Subprime,0.514,0.487,0
C100845,Tier-3,Self-employed,22100,Thin-file,0.828,0.183,0
C100846,Tier-2,Gig,26000,Thin-file,0.474,0.655,0
C100847,Tier-2,Salaried,36800,Prime,0.562,0.547,0
C100848,Metro,Informal,22700,Near-prime,0.344,0.582,0
C100849,Tier-3,Salaried,14500,Near-prime,0.926,0.05,0
C100850,Metro,Gig,20000,Thin-file,0.494,0.607,0
C100851,Metro,Self-employed,38000,Near-prime,0.506,0.317,0
C100852,Tier-3,Salaried,54800,Thin-file,0.874,0.195,0
